Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung
1113;39040013;COBADEFFXXX;Commerzbank;Herzogenrath;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1114;39040013;COBADEFFXXX;Commerzbank;Simmerath;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1115;39050000;AACSDE33XXX;Sparkasse Aachen ;Aachen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rl3.s-fints-pt-rl.de/fints30;FinTS V3.0;09.02.2022
1116;39060180;GENODED1AAC;Aachener Bank eG;Aachen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1117;39070020;DEUTDEDK390;Deutsche Bank;Aachen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1118;39070020;DEUTDEDK390;Deutsche Bank;Eschweiler;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1119;39070020;DEUTDEDK390;Deutsche Bank;Alsdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1120;39070020;DEUTDEDK390;Deutsche Bank;Aldenhoven;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1121;39070020;DEUTDEDK390;Deutsche Bank;Jülich;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1122;39070020;DEUTDEDK390;Deutsche Bank;Hückelhoven;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1123;39070020;DEUTDEDK390;Deutsche Bank;Herzogenrath;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1124;39070020;DEUTDEDK390;Deutsche Bank;Übach-Palenberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1125;39070020;DEUTDEDK390;Deutsche Bank;Stolberg (Rhld.);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1126;39070020;DEUTDEDK390;Deutsche Bank;Würselen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1127;39070020;DEUTDEDK390;Deutsche Bank;Heinsberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1128;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Aachen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1129;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Aldenhoven;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1130;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Alsdorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1131;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Eschweiler;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1132;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Heinsberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1133;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Herzogenrath;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1134;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Hückelhoven;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1135;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Jülich;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1136;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Stolberg (Rhld.);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1137;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Übach-Palenberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1138;39070024;DEUTDEDB390;Deutsche Bank Privat und Geschäftskunden;Würselen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1139;39162980;GENODED1WUR;VR-Bank eG ;Würselen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1140;39362254;GENODED1RSC;Raiffeisenbank Eschweiler eG;Eschweiler;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1141;39540052;COBADEFFXXX;Commerzbank;Düren;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1142;39550110;SDUEDE33XXX;Sparkasse Düren ;Düren;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rl5.s-fints-pt-rl.de/fints30;FinTS V3.0;09.02.2022
1143;39570024;DEUTDEDB395;Deutsche Bank Privat und Geschäftskunden;Düren;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1144;39570024;DEUTDEDB395;Deutsche Bank Privat und Geschäftskunden;Kreuzau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1145;39570061;DEUTDEDK395;Deutsche Bank;Düren;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1146;39570061;DEUTDEDK395;Deutsche Bank;Kreuzau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1147;40030000;MLBKDEH1MUE;Münsterländische Bank Thie & Co;Münster;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1148;40040028;COBADEFFXXX;Commerzbank;Greven;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1149;40040028;COBADEFFXXX;Commerzbank;Dülmen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1150;40040028;COBADEFFXXX;Commerzbank;Coesfeld;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1151;40040028;COBADEFFXXX;Commerzbank;Lüdinghausen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1152;40040028;COBADEFFXXX;Commerzbank;Münster;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1153;40040028;COBADEFFXXX;Commerzbank;Emsdetten;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1154;40050150;WELADED1MST;Stadtsparkasse Münsterland Ost;Münster;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl6.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1155;40060265;GENODEM1DKM;DKM Darlehnskasse Münster eG;Münster;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1156;40060300;GENODEM1WLM;WL-Bank;Münster;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1157;40060560;GENODEF1S08;Sparda-Bank Münster eG;Münster;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;;;;https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate;FinTS V3.0;26.09.2013
1158;40069266;GENODEM1MAS;Volksbank Marsberg eG;Marsberg;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1159;40069283;GENODEM1SLN;Volksbank Schlangen eG;Schlangen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1160;40069363;GENODEM1SMB;Volksbank Schermbeck eG.;Schermbeck;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1161;40069408;GENODEM1BAU;Volksbank Baumberge eG;Baumberge;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1162;40069546;GENODEM1SDN;Volksbank Senden eG;Senden;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1163;40069601;GENODEM1CAN;Volksbank Ascheberg-Herbern eG.;Ascheberg-Herbern;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1164;40069709;GENODEM1DLR;Volksbank in der Hohen Mark eG;Lembeck-Rhade;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1165;40069716;GENODEM1SCN;VB Südkirchen-Cap.-Nordkirchen;Südkirchen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1166;40070024;DEUTDEDB400;Deutsche Bank Privat und Geschäftskunden;Münster;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1167;40070024;DEUTDEDB400;Deutsche Bank Privat und Geschäftskunden;Coesfeld;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1168;40070024;DEUTDEDB400;Deutsche Bank Privat und Geschäftskunden;Dülmen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1169;40070024;DEUTDEDB400;Deutsche Bank Privat und Geschäftskunden;Greven;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1170;40070024;DEUTDEDB400;Deutsche Bank Privat und Geschäftskunden;Steinfurt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1171;40070024;DEUTDEDB400;Deutsche Bank Privat und Geschäftskunden;Warendorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1172;40070080;DEUTDE3B400;Deutsche Bank;Münster;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1173;40070080;DEUTDE3B400;Deutsche Bank;Greven;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1174;40070080;DEUTDE3B400;Deutsche Bank;Steinfurt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1175;40070080;DEUTDE3B400;Deutsche Bank;Dülmen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1176;40070080;DEUTDE3B400;Deutsche Bank;Warendorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1177;40070080;DEUTDE3B400;Deutsche Bank;Coesfeld;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1178;40090900;GENODEF1P15;PSD Bank Westfalen-Lippe;Münster, Westf;Atruvia AG;BVR;;;;;;;;;;;;;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1179;40153768;WELADED1EMS;Sparkasse Emsdetten-Ochtrup;Emsdetten-Ochtrup;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl1.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1180;40154476;WELADED1LEN;Stadtsparkasse Lengerich;Lengerich;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1181;40154530;WELADE3WXXX;Sparkasse Westmünsterland;Coesfeld;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl6.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1182;40164024;GENODEM1GRN;Volksbank Gronau-Ahaus eG;Gronau-Ahaus;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1183;40164352;GENODEM1CNO;Volksbank Nottuln eG;Nottuln;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1184;40164352;GENODEM1CNO;Volksbank Nottuln eG;Nottuln;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1185;40164528;GENODEM1LHN;Volksbank Lüdinghausen-Olfen;Lüdinghausen-Olfen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1186;40164618;GENODEM1OTR;Volksbank Ochtrup eG;Ochtrup;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1187;40164901;GENODEM1GE1;Spadaka Gescher eG;Gescher;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1188;40165366;GENODEM1SEM;Volksbank Selm-Bork eG.;Selm-Bork;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1189;40340030;COBADEFFXXX;Commerzbank;Rheine;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1190;40340030;COBADEFFXXX;Commerzbank;Ibbenbüren;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1191;40350005;WELADED1RHN;Stadtsparkasse Rheine;Rheine;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl1.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1192;40351060;WELADED1STF;Kreissparkasse Steinfurt;Steinfurt;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1193;40361627;GENODEM1WKP;VB Westerkappeln-Wersen eG.;Westerkappeln-Wersen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1194;40361906;GENODEM1IBB;Volksbank Münsterland Nord eG;Ibbenbüren;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1195;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Rheine;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1196;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Ahaus;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1197;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Emsdetten;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1198;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Gronau (Westf.);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1199;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Ibbenbüren;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1200;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Stadtlohn;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1201;40370024;DEUTDEDB409;Deutsche Bank Privat und Geschäftskunden;Vreden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1202;40370079;DEUTDE3B407;Deutsche Bank;Rheine;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1203;40370079;DEUTDE3B407;Deutsche Bank;Emsdetten;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1204;40370079;DEUTDE3B407;Deutsche Bank;Ahaus;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1205;40370079;DEUTDE3B407;Deutsche Bank;Gronau (Westf.);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1206;40370079;DEUTDE3B407;Deutsche Bank;Vreden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1207;40370079;DEUTDE3B407;Deutsche Bank;Stadtlohn;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1208;40370079;DEUTDE3B407;Deutsche Bank;Ibbenbüren;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1209;41040018;COBADEFFXXX;Commerzbank;Ahlen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1210;41040018;COBADEFFXXX;Commerzbank;Hamm;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1211;41050095;WELADED1HAM;Sparkasse Hamm;Hamm;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1212;41051845;WELADED1BGK;Sparkasse Bergkamen-Bönen;Ibbenbüren;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl6.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1213;41061011;GENODEM1HBH;Spadaka Bockum-Hövel eG.;Bockum-Hövel;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1214;41061903;GENODEM1BAG;BAG Bankaktiengesellsch. Hamm;Hamm;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1215;41062215;GENODEM1BO1;Volksbank Bönen eG;Bönen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1216;41070024;DEUTDEDB410;Deutsche Bank Privat und Geschäftskunden;Hamm;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1217;41070024;DEUTDEDB410;Deutsche Bank Privat und Geschäftskunden;Ahlen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1218;41070049;DEUTDEDE410;Deutsche Bank;Hamm;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1219;41070049;DEUTDEDE410;Deutsche Bank;Ahlen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1220;41250035;WELADED1BEK;Sparkasse Beckum-Wadersloh;Beckum-Wadersloh;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl2.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1221;41261324;GENODEM1EOW;Volksbank Enniger Ostenf. Westkirchen;Enniger;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1222;41262501;GENODEM1AHL;Volksbank Ahlen Sassenberg Warendorf eG;Ahlen;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
1223;41440018;COBADEFFXXX;Commerzbank;Soest;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
1224;41450075;WELADED1SOS;Sparkasse SoestWerl;Soest;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-wl3.s-fints-pt-wl.de/fints30;FinTS V3.0;09.02.2022
1225;41460116;GENODEM1SOE;Volksbank Hellweg eG.;Hellweg;Atruvia AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
